latitude,longitude,bright_ti4,frp,confidence,datetime
-21.58927,124.12177,337.19,2.43,nominal,2024-01-18 06:03:00
-21.65631,121.89731,342.69,110.94,nominal,2024-01-18 06:03:00
-21.65791,121.63686,346.05,26.19,nominal,2024-01-18 06:03:00
-21.65548,121.62417,347.5,20.89,nominal,2024-01-18 06:03:00
-22.50712,117.1352,344.78,19.14,nominal,2024-01-18 06:03:00
-22.50346,117.13445,340.04,16.07,nominal,2024-01-18 06:03:00
-22.50511,117.12518,341.52,15.61,nominal,2024-01-18 06:03:00
-22.43583,117.15652,344.02,21.18,nominal,2024-01-18 06:03:00
-22.43665,117.15189,348.2,16.75,nominal,2024-01-18 06:03:00
-22.43747,117.14721,350.66,16.75,nominal,2024-01-18 06:03:00
-22.46454,116.82114,367.0,26.45,high,2024-01-18 06:03:00
-22.46532,116.81667,349.09,23.81,nominal,2024-01-18 06:03:00
-22.36931,116.72044,346.08,24.59,nominal,2024-01-18 06:03:00
-21.48792,117.93862,344.77,13.2,nominal,2024-01-18 06:03:00
-21.48886,117.93349,335.48,10.48,nominal,2024-01-18 06:03:00
-20.86571,120.852,336.91,5.4,nominal,2024-01-18 06:03:00
-20.86467,120.84876,344.57,8.67,nominal,2024-01-18 06:03:00
-20.84703,120.83912,346.05,9.6,nominal,2024-01-18 06:03:00
-20.84129,120.84338,344.51,19.39,nominal,2024-01-18 06:03:00
-20.83768,120.83701,340.04,13.53,nominal,2024-01-18 06:03:00
-20.78742,120.74836,340.77,4.26,nominal,2024-01-18 06:03:00
-20.66165,120.65015,339.51,6.97,nominal,2024-01-18 06:03:00
-20.65494,120.65945,343.81,133.19,nominal,2024-01-18 06:03:00
-20.65702,120.64908,348.93,6.97,nominal,2024-01-18 06:03:00
-20.65805,120.6439,337.05,6.97,nominal,2024-01-18 06:03:00
-20.65031,120.65836,336.3,7.3,nominal,2024-01-18 06:03:00
-20.65135,120.65318,349.85,7.3,nominal,2024-01-18 06:03:00
-20.65239,120.64799,346.81,16.91,nominal,2024-01-18 06:03:00
-20.81916,119.03545,337.49,6.23,nominal,2024-01-18 06:03:00
-20.81995,119.03137,352.25,6.23,nominal,2024-01-18 06:03:00
-20.81498,119.03455,349.5,8.16,nominal,2024-01-18 06:03:00
-20.81577,119.03046,348.71,8.16,nominal,2024-01-18 06:03:00
-20.79548,118.99673,336.85,2.51,nominal,2024-01-18 06:03:00
-20.79179,115.44621,339.58,2.85,nominal,2024-01-18 06:03:00
-18.58865,122.19857,336.07,6.18,nominal,2024-01-18 06:03:00
-17.30968,122.17576,339.8,4.87,nominal,2024-01-18 06:05:00
-17.31044,122.17209,334.7,4.87,nominal,2024-01-18 06:05:00
-37.93472,178.22009,297.51,0.87,nominal,2024-01-18 12:18:00
-37.20401,174.72556,303.14,2.97,nominal,2024-01-18 12:18:00
-37.2021,174.71913,318.52,2.97,nominal,2024-01-18 12:18:00
-16.25835,168.10345,311.92,1.87,nominal,2024-01-18 13:52:00
-16.25493,168.1041,304.66,1.27,nominal,2024-01-18 13:52:00
-16.26241,168.10664,301.67,1.87,nominal,2024-01-18 13:52:00
-16.26177,168.10281,321.55,1.87,nominal,2024-01-18 13:52:00
-22.25298,166.4453,309.97,2.17,nominal,2024-01-18 13:54:00
-21.01443,164.68164,307.81,16.32,nominal,2024-01-18 13:54:00
-21.01912,164.68573,308.43,16.32,nominal,2024-01-18 13:54:00
-21.01534,164.68652,334.28,16.32,nominal,2024-01-18 13:54:00
-21.01649,164.6893,322.48,16.2,nominal,2024-01-18 13:54:00
-21.0156,164.68436,339.21,32.27,nominal,2024-01-18 13:54:00
-34.46526,150.89122,303.26,1.68,nominal,2024-01-18 13:59:00
-41.12918,146.84776,296.6,0.98,nominal,2024-01-18 13:59:00
-37.20446,174.72159,330.5,7.44,nominal,2024-01-18 13:59:00
-37.20948,174.7211,314.47,3.5,nominal,2024-01-18 13:59:00
-33.76511,150.8499,314.49,3.39,nominal,2024-01-18 13:59:00
-34.45746,150.87662,321.19,4.7,nominal,2024-01-18 13:59:00
-34.45913,150.88245,334.52,4.7,nominal,2024-01-18 13:59:00
-34.46849,150.89156,304.96,4.03,nominal,2024-01-18 13:59:00
-34.46019,150.87384,306.61,1.73,nominal,2024-01-18 13:59:00
-34.46188,150.87964,314.22,4.18,nominal,2024-01-18 13:59:00
-24.00381,131.55099,305.44,3.0,nominal,2024-01-18 15:35:00
-26.10764,152.12625,300.21,0.61,nominal,2024-01-18 15:35:00
-26.10267,152.12994,305.31,1.32,nominal,2024-01-18 15:35:00
-26.10238,152.12656,310.6,1.91,nominal,2024-01-18 15:35:00
-20.96461,146.67935,316.08,4.3,nominal,2024-01-18 15:35:00
-28.56855,151.8349,301.07,0.53,nominal,2024-01-18 15:35:00
-28.13836,151.37173,312.73,1.07,nominal,2024-01-18 15:35:00
-28.1359,151.37286,304.56,1.05,nominal,2024-01-18 15:35:00
-32.99553,137.58582,331.39,3.72,nominal,2024-01-18 15:37:00
-32.99982,137.58951,304.7,1.25,nominal,2024-01-18 15:37:00
-33.01536,137.59514,307.5,1.54,nominal,2024-01-18 15:37:00
-33.01279,137.59793,306.48,1.37,nominal,2024-01-18 15:37:00
-34.45819,150.88106,310.21,2.6,nominal,2024-01-18 15:37:00
-23.54413,149.4514,309.01,1.76,nominal,2024-01-18 15:37:00
-23.54841,149.45079,315.71,1.76,nominal,2024-01-18 15:37:00
-23.76022,150.93805,306.06,2.05,nominal,2024-01-18 15:37:00
-34.45794,150.87709,327.51,2.6,nominal,2024-01-18 15:37:00
-30.44586,136.86029,314.36,2.18,nominal,2024-01-18 15:37:00
-31.77891,148.10133,296.89,0.85,nominal,2024-01-18 15:37:00
-28.30915,144.21339,306.1,0.61,nominal,2024-01-18 15:37:00
-34.46351,150.88043,326.83,2.44,nominal,2024-01-18 15:37:00
-34.45845,150.88501,320.08,2.66,nominal,2024-01-18 15:37:00
-41.13165,146.85284,303.98,1.43,nominal,2024-01-18 15:39:00
-41.13168,146.85318,304.47,1.06,nominal,2024-01-18 15:39:00
-17.31262,122.18334,313.04,1.52,nominal,2024-01-18 17:15:00
-17.34967,123.66049,303.7,1.68,nominal,2024-01-18 17:15:00
-17.28518,122.19009,319.05,3.99,nominal,2024-01-18 17:15:00
-17.29173,122.21049,315.13,3.39,nominal,2024-01-18 17:15:00
-17.29232,122.21468,312.2,3.1,nominal,2024-01-18 17:15:00
-17.29528,122.20992,329.25,3.47,nominal,2024-01-18 17:15:00
-17.29588,122.21413,334.14,3.95,nominal,2024-01-18 17:15:00
-17.29469,122.20573,310.84,3.47,nominal,2024-01-18 17:15:00
-17.29648,122.21834,307.59,3.95,nominal,2024-01-18 17:15:00
-17.30595,122.20828,315.31,3.82,nominal,2024-01-18 17:15:00
-17.30655,122.21246,309.5,2.05,nominal,2024-01-18 17:15:00
-17.30715,122.21667,309.07,2.05,nominal,2024-01-18 17:15:00
-17.31066,122.19041,322.46,2.77,nominal,2024-01-18 17:15:00
-17.31006,122.18623,313.99,2.77,nominal,2024-01-18 17:15:00
-17.31301,122.1815,304.09,1.91,nominal,2024-01-18 17:15:00
-17.31361,122.18569,310.15,3.37,nominal,2024-01-18 17:15:00
-17.31596,122.17679,313.22,1.91,nominal,2024-01-18 17:15:00
-17.3132,122.18752,304.67,2.68,nominal,2024-01-18 17:15:00
-17.31501,122.17441,309.18,1.99,nominal,2024-01-18 17:15:00
-17.3156,122.1786,305.92,1.52,nominal,2024-01-18 17:15:00
-17.31618,122.18279,308.9,1.52,nominal,2024-01-18 17:15:00
-20.94331,119.95013,307.53,0.97,nominal,2024-01-18 17:15:00
-21.52546,123.10434,326.46,3.16,nominal,2024-01-18 17:15:00
-21.52939,123.10378,306.46,3.16,nominal,2024-01-18 17:15:00
-21.67339,122.11028,320.47,3.21,nominal,2024-01-18 17:15:00
-21.67401,122.11504,310.89,2.63,nominal,2024-01-18 17:15:00
-21.63429,121.56731,302.17,0.37,nominal,2024-01-18 17:15:00
-21.64402,121.61152,295.94,0.52,nominal,2024-01-18 17:15:00
-20.7898,115.44548,314.6,3.5,nominal,2024-01-18 17:15:00
-21.33111,118.09966,320.43,4.73,nominal,2024-01-18 17:15:00
-21.33053,118.09596,317.76,4.01,nominal,2024-01-18 17:15:00
-21.33384,118.09537,328.55,4.01,nominal,2024-01-18 17:15:00
-22.73645,118.99689,311.78,3.99,nominal,2024-01-18 17:15:00
-30.86597,121.48871,337.45,6.71,nominal,2024-01-18 17:19:00
-32.70975,119.00215,303.61,0.93,nominal,2024-01-18 17:19:00
-32.71037,119.00716,301.76,0.93,nominal,2024-01-18 17:19:00
-32.71824,119.01076,304.49,1.95,nominal,2024-01-18 17:19:00
-32.7255,119.00941,301.28,1.66,nominal,2024-01-18 17:19:00
-32.72912,119.00875,317.66,1.66,nominal,2024-01-18 17:19:00
-32.73025,118.98819,302.05,0.92,nominal,2024-01-18 17:19:00
-34.12059,118.23685,297.93,0.48,nominal,2024-01-18 17:19:00
-32.7315,118.99816,307.18,1.03,nominal,2024-01-18 17:19:00
-32.73213,119.00314,313.06,1.03,nominal,2024-01-18 17:19:00
-32.73275,119.00811,311.86,2.22,nominal,2024-01-18 17:19:00
-32.73388,118.98756,303.34,0.92,nominal,2024-01-18 17:19:00
-32.7345,118.99255,304.07,0.92,nominal,2024-01-18 17:19:00
-32.73513,118.99752,301.46,1.03,nominal,2024-01-18 17:19:00
-32.73576,119.00251,301.86,1.03,nominal,2024-01-18 17:19:00
-32.76303,119.01274,320.91,2.28,nominal,2024-01-18 17:19:00
-32.76052,118.99297,302.53,1.22,nominal,2024-01-18 17:19:00
-32.76115,118.9979,308.46,1.22,nominal,2024-01-18 17:19:00
-32.76178,119.00286,305.52,1.26,nominal,2024-01-18 17:19:00
-32.76366,119.01774,314.49,2.28,nominal,2024-01-18 17:19:00
-32.7643,119.02275,300.7,1.3,nominal,2024-01-18 17:19:00
-32.72114,116.57813,298.12,0.86,nominal,2024-01-18 17:19:00
-32.72175,116.58235,298.25,0.85,nominal,2024-01-18 17:19:00
-16.25718,168.10219,346.52,5.86,nominal,2024-01-19 02:23:00
-41.13604,146.84978,326.2,3.23,low,2024-01-19 03:57:00
-41.13538,146.8546,334.13,4.36,nominal,2024-01-19 03:57:00
-40.85068,145.38071,329.51,3.87,nominal,2024-01-19 03:57:00
-34.46069,150.88554,339.46,5.53,nominal,2024-01-19 03:59:00
-30.93241,150.34433,342.32,4.69,low,2024-01-19 04:01:00
-30.93342,150.33907,350.46,4.69,nominal,2024-01-19 04:01:00
-30.92969,150.3381,344.21,4.69,low,2024-01-19 04:01:00
-30.9307,150.33286,346.99,7.75,nominal,2024-01-19 04:01:00
-30.49163,151.40327,332.72,3.37,nominal,2024-01-19 04:01:00
-29.57291,149.87172,351.5,9.27,nominal,2024-01-19 04:01:00
-28.73634,148.97583,367.0,14.79,high,2024-01-19 04:01:00
-29.56675,149.86244,350.64,9.39,nominal,2024-01-19 04:01:00
-29.56578,149.8676,356.75,9.39,nominal,2024-01-19 04:01:00
-29.56482,149.87279,346.22,7.64,low,2024-01-19 04:01:00
-29.57048,149.86337,354.19,6.33,nominal,2024-01-19 04:01:00
-29.56952,149.86853,356.22,6.33,nominal,2024-01-19 04:01:00
-29.57422,149.86429,353.01,6.33,nominal,2024-01-19 04:01:00
-29.57326,149.86948,355.74,6.33,nominal,2024-01-19 04:01:00
-29.5627,149.86377,351.57,12.03,nominal,2024-01-19 04:01:00
-29.56644,149.86469,358.77,12.03,low,2024-01-19 04:01:00
-29.56544,149.86986,358.8,19.19,low,2024-01-19 04:01:00
-29.57017,149.86562,358.89,10.16,low,2024-01-19 04:01:00
-29.56918,149.87079,356.52,9.27,nominal,2024-01-19 04:01:00
-29.5739,149.86655,359.5,10.16,low,2024-01-19 04:01:00
-29.57489,149.86137,348.68,10.16,nominal,2024-01-19 04:01:00
-26.0211,150.29863,334.91,11.34,nominal,2024-01-19 04:01:00
-28.6477,146.8414,345.44,12.37,low,2024-01-19 04:01:00
-28.65107,146.84213,348.63,12.8,nominal,2024-01-19 04:01:00
-28.74974,148.36446,337.95,7.06,low,2024-01-19 04:01:00
-28.73271,148.97496,350.17,14.79,nominal,2024-01-19 04:01:00
-28.73721,148.97101,346.9,10.6,nominal,2024-01-19 04:01:00
-32.0096,150.4115,345.18,9.04,nominal,2024-01-19 04:01:00
-31.00386,151.77524,344.41,14.81,nominal,2024-01-19 04:01:00
-31.02075,151.6087,342.91,3.63,nominal,2024-01-19 04:01:00
-31.01676,151.60771,337.31,3.63,low,2024-01-19 04:01:00
-30.94736,150.34818,346.16,4.58,nominal,2024-01-19 04:01:00
-30.94837,150.34293,339.82,4.58,low,2024-01-19 04:01:00
-30.94363,150.34723,346.41,4.58,nominal,2024-01-19 04:01:00
-30.94262,150.35248,346.94,7.4,nominal,2024-01-19 04:01:00
-30.93888,150.3515,352.45,7.67,nominal,2024-01-19 04:01:00
-30.93989,150.34627,348.0,5.22,nominal,2024-01-19 04:01:00
-30.93514,150.35054,346.93,7.67,nominal,2024-01-19 04:01:00
-30.93615,150.34529,348.77,5.22,nominal,2024-01-19 04:01:00
-20.99217,146.69531,336.35,3.21,nominal,2024-01-19 04:04:00
-20.75081,146.74019,336.84,7.19,nominal,2024-01-19 04:04:00
-20.75,146.74472,340.17,7.09,nominal,2024-01-19 04:04:00
-20.83405,146.6304,340.46,6.2,nominal,2024-01-19 04:04:00
-20.87526,146.82536,335.51,2.17,nominal,2024-01-19 04:04:00
-20.91508,146.7058,338.11,13.19,nominal,2024-01-19 04:04:00
-20.91873,146.70648,347.77,16.19,nominal,2024-01-19 04:04:00
-20.92158,146.71169,337.51,9.07,nominal,2024-01-19 04:04:00
-20.92522,146.7124,337.88,7.62,nominal,2024-01-19 04:04:00
-20.92965,146.70857,350.8,19.78,nominal,2024-01-19 04:04:00
-20.92886,146.7131,336.93,7.62,nominal,2024-01-19 04:04:00
-22.66452,147.50488,339.34,9.1,nominal,2024-01-19 04:04:00
-22.65799,147.49854,334.24,4.62,nominal,2024-01-19 04:04:00
-22.20946,146.60217,334.0,4.06,nominal,2024-01-19 04:04:00
-22.20514,146.60582,334.75,7.68,nominal,2024-01-19 04:04:00
-22.20666,146.59709,344.67,8.8,nominal,2024-01-19 04:04:00
-22.20742,146.59273,355.77,8.8,nominal,2024-01-19 04:04:00
-22.20818,146.58838,347.54,10.11,nominal,2024-01-19 04:04:00
-21.0223,146.67337,344.65,9.46,nominal,2024-01-19 04:04:00
-21.01946,146.66817,367.0,15.13,high,2024-01-19 04:04:00
-21.02024,146.66371,367.0,15.13,high,2024-01-19 04:04:00
-21.01867,146.67264,336.41,9.46,nominal,2024-01-19 04:04:00
-21.01427,146.67641,345.08,9.44,nominal,2024-01-19 04:04:00
-21.01583,146.66743,336.65,25.48,nominal,2024-01-19 04:04:00
-21.00985,146.68018,336.31,14.16,nominal,2024-01-19 04:04:00
-21.01064,146.67567,335.71,9.44,nominal,2024-01-19 04:04:00
-21.00069,146.71106,334.69,9.15,nominal,2024-01-19 04:04:00
-21.00622,146.67946,352.19,12.52,nominal,2024-01-19 04:04:00
-21.00023,146.69221,334.74,4.12,nominal,2024-01-19 04:04:00
-20.99501,146.70058,333.55,3.21,nominal,2024-01-19 04:04:00
-20.99581,146.69601,335.31,3.21,nominal,2024-01-19 04:04:00
-20.97925,146.68341,333.61,6.33,nominal,2024-01-19 04:04:00
-23.49312,150.63808,352.0,16.75,nominal,2024-01-19 04:04:00
-23.49267,150.63956,343.77,12.16,nominal,2024-01-19 04:04:00
-23.18539,150.10182,333.58,6.2,nominal,2024-01-19 04:04:00
-23.18626,150.09741,344.19,6.2,nominal,2024-01-19 04:04:00
-23.18204,150.09639,330.62,6.2,nominal,2024-01-19 04:04:00
-23.15743,149.47708,334.36,8.42,low,2024-01-19 04:04:00
-23.15335,149.47615,333.0,8.42,low,2024-01-19 04:04:00
-23.12811,149.47453,333.19,9.86,low,2024-01-19 04:04:00
-23.08425,149.35353,332.22,5.85,nominal,2024-01-19 04:04:00
-23.07687,149.34778,330.29,4.03,low,2024-01-19 04:04:00
-23.07207,149.35081,338.45,5.74,nominal,2024-01-19 04:04:00
-23.07281,149.34688,337.47,5.74,nominal,2024-01-19 04:04:00
-22.76215,149.40483,343.17,8.79,nominal,2024-01-19 04:04:00
-22.76291,149.40094,346.58,8.79,nominal,2024-01-19 04:04:00
-22.75947,149.4046,340.62,5.4,nominal,2024-01-19 04:04:00
-22.7602,149.4007,337.22,5.4,nominal,2024-01-19 04:04:00
-22.6787,148.33299,333.99,8.32,nominal,2024-01-19 04:04:00
-22.67966,148.32779,345.15,8.32,nominal,2024-01-19 04:04:00
-22.65855,148.29053,339.11,6.26,nominal,2024-01-19 04:04:00
-22.65949,148.28551,337.75,8.14,nominal,2024-01-19 04:04:00
-22.65473,148.2896,332.25,6.26,nominal,2024-01-19 04:04:00
-22.65565,148.28462,332.72,8.14,nominal,2024-01-19 04:04:00
-22.64412,148.30356,330.55,5.39,nominal,2024-01-19 04:04:00
-22.63543,148.28583,343.83,8.05,nominal,2024-01-19 04:04:00
-22.63451,148.28406,336.34,9.33,nominal,2024-01-19 04:04:00
-22.66599,147.50829,342.49,9.08,nominal,2024-01-19 04:04:00
-33.01222,137.59578,342.88,13.64,nominal,2024-01-19 05:42:00
-34.83194,116.29578,333.56,8.73,nominal,2024-01-19 05:42:00
-32.76886,119.04756,351.65,35.83,low,2024-01-19 05:42:00
-32.76826,119.05186,367.0,35.83,low,2024-01-19 05:42:00
-32.76547,119.04688,353.86,35.83,low,2024-01-19 05:42:00
-32.76506,119.0247,352.38,17.96,low,2024-01-19 05:42:00
-32.76566,119.0204,352.44,17.96,low,2024-01-19 05:42:00
-32.72078,119.04259,356.66,20.6,low,2024-01-19 05:42:00
-32.72137,119.0383,359.02,20.6,low,2024-01-19 05:42:00
-32.72196,119.03398,352.86,15.33,low,2024-01-19 05:42:00
-32.71679,119.04622,355.23,18.79,low,2024-01-19 05:42:00
-32.71798,119.03763,352.23,20.6,low,2024-01-19 05:42:00
-32.71856,119.03334,367.0,15.33,low,2024-01-19 05:42:00
-32.711,119.01088,356.89,33.14,nominal,2024-01-19 05:42:00
-32.7104,119.01518,367.0,33.14,low,2024-01-19 05:42:00
-32.70821,119.00594,348.2,26.46,low,2024-01-19 05:42:00
-32.707,119.01452,367.0,66.05,low,2024-01-19 05:42:00
-32.70761,119.01022,367.0,66.05,low,2024-01-19 05:42:00
-32.70881,119.00165,352.04,26.46,low,2024-01-19 05:42:00
-34.85643,116.32317,335.51,6.93,nominal,2024-01-19 05:42:00
-30.20308,116.98769,346.96,17.07,low,2024-01-19 05:44:00
-21.32132,118.11324,349.05,3.19,nominal,2024-01-19 05:46:00
-22.7467,118.99934,347.64,15.55,low,2024-01-19 05:46:00
-22.74816,118.96856,346.01,12.56,low,2024-01-19 05:46:00
-21.52667,123.09933,349.41,26.31,nominal,2024-01-19 05:46:00
-21.51875,123.09762,343.44,57.79,nominal,2024-01-19 05:46:00
-21.67059,122.09853,348.75,30.67,nominal,2024-01-19 05:46:00
-21.6642,122.11232,351.3,22.36,nominal,2024-01-19 05:46:00
-21.66508,122.10748,353.53,22.36,nominal,2024-01-19 05:46:00
-21.66046,122.11156,345.15,22.36,nominal,2024-01-19 05:46:00
-21.66134,122.1067,357.15,22.36,nominal,2024-01-19 05:46:00
-21.62961,121.57312,351.06,37.45,nominal,2024-01-19 05:46:00
-21.62755,121.56323,367.0,49.12,high,2024-01-19 05:46:00
-21.62676,121.5678,354.25,40.01,nominal,2024-01-19 05:46:00
-21.62391,121.56251,367.0,49.12,high,2024-01-19 05:46:00
-21.6247,121.55791,367.0,49.12,low,2024-01-19 05:46:00
-21.62106,121.55717,356.07,105.1,low,2024-01-19 05:46:00
-21.76099,117.90572,354.11,18.0,nominal,2024-01-19 05:46:00
-21.45693,118.02684,356.31,12.67,nominal,2024-01-19 05:46:00
-21.4575,118.02316,353.63,12.67,nominal,2024-01-19 05:46:00
-21.39564,118.02743,354.84,29.51,nominal,2024-01-19 05:46:00
-21.39233,118.02684,353.54,29.51,low,2024-01-19 05:46:00
-21.3929,118.02316,367.0,150.3,low,2024-01-19 05:46:00
-21.38959,118.02257,354.75,94.85,nominal,2024-01-19 05:46:00
-21.38798,118.0109,357.22,93.27,nominal,2024-01-19 05:46:00
-21.36354,118.14713,352.47,10.75,low,2024-01-19 05:46:00
-21.3824,118.02508,355.52,35.74,nominal,2024-01-19 05:46:00
-21.3841,118.01402,355.13,29.52,nominal,2024-01-19 05:46:00
-21.38023,118.01712,356.34,38.74,nominal,2024-01-19 05:46:00
-21.37122,118.05348,353.36,19.57,nominal,2024-01-19 05:46:00
-21.37692,118.01654,352.67,38.04,nominal,2024-01-19 05:46:00
-21.35418,118.14166,347.27,8.86,low,2024-01-19 05:46:00
-21.36859,118.02645,354.78,14.63,nominal,2024-01-19 05:46:00
-21.36414,118.03326,355.22,20.27,nominal,2024-01-19 05:46:00
-21.35752,118.03209,355.37,20.99,low,2024-01-19 05:46:00
-21.35364,118.0352,350.07,26.57,nominal,2024-01-19 05:46:00
-21.3349,118.13441,348.65,6.4,low,2024-01-19 05:46:00
-21.34919,118.04202,348.9,25.11,nominal,2024-01-19 05:46:00
-21.3397,118.08232,367.0,6.58,high,2024-01-19 05:46:00
-21.34312,118.06015,367.0,22.18,high,2024-01-19 05:46:00
-21.34369,118.05646,367.0,22.18,high,2024-01-19 05:46:00
-21.34084,118.07493,350.94,12.59,nominal,2024-01-19 05:46:00
-21.34198,118.06754,355.85,10.31,nominal,2024-01-19 05:46:00
-21.34255,118.06385,356.02,10.31,nominal,2024-01-19 05:46:00
-21.33354,118.10021,351.15,7.06,nominal,2024-01-19 05:46:00
-21.33582,118.08543,353.81,6.01,nominal,2024-01-19 05:46:00
-21.33137,118.09225,348.95,1.83,nominal,2024-01-19 05:46:00
-21.32075,118.11695,350.62,3.19,nominal,2024-01-19 05:46:00
-21.32189,118.10954,353.17,3.33,nominal,2024-01-19 05:46:00
-21.32246,118.10586,354.0,3.33,nominal,2024-01-19 05:46:00
-21.32303,118.10215,347.62,1.35,nominal,2024-01-19 05:46:00
-20.78987,119.0003,344.76,3.71,nominal,2024-01-19 05:46:00
-20.78194,119.00665,346.41,4.61,nominal,2024-01-19 05:46:00
-18.56993,122.21658,332.52,5.09,nominal,2024-01-19 05:46:00
-18.57092,122.21124,343.27,5.09,nominal,2024-01-19 05:46:00
-18.57266,122.20901,337.27,5.39,nominal,2024-01-19 05:46:00
-18.56775,122.21357,338.19,4.41,nominal,2024-01-19 05:46:00
-18.38991,123.10182,351.72,13.32,nominal,2024-01-19 05:46:00
-18.08892,122.74979,337.31,4.87,nominal,2024-01-19 05:46:00
-18.08552,122.74509,345.37,8.08,nominal,2024-01-19 05:46:00
-18.07729,122.74343,336.48,3.71,nominal,2024-01-19 05:46:00
-18.07318,122.74261,336.05,3.71,nominal,2024-01-19 05:46:00
-18.06834,122.74568,337.46,7.68,nominal,2024-01-19 05:46:00
-18.06349,122.74877,336.85,5.48,nominal,2024-01-19 05:46:00
-17.32448,122.20401,346.83,111.12,nominal,2024-01-19 05:46:00
-17.32582,122.19663,344.05,14.6,nominal,2024-01-19 05:46:00
-17.32112,122.19953,367.0,17.99,high,2024-01-19 05:46:00
-17.31978,122.20691,345.01,10.02,nominal,2024-01-19 05:46:00
-17.32179,122.19585,342.61,8.23,nominal,2024-01-19 05:46:00
-17.31574,122.20612,350.77,10.02,nominal,2024-01-19 05:46:00
-17.31976,122.184,336.15,3.73,nominal,2024-01-19 05:46:00
-17.32043,122.18032,351.96,9.11,nominal,2024-01-19 05:46:00
-17.31707,122.17586,367.0,10.18,high,2024-01-19 05:46:00
-17.30969,122.21643,333.05,4.33,nominal,2024-01-19 05:46:00
-17.31306,122.19794,338.28,7.78,nominal,2024-01-19 05:46:00
-17.3144,122.19055,348.43,8.39,nominal,2024-01-19 05:46:00
-17.3164,122.17953,347.83,10.18,nominal,2024-01-19 05:46:00
-17.30768,122.20454,352.21,12.96,nominal,2024-01-19 05:46:00
-17.30433,122.17712,334.79,4.02,nominal,2024-01-19 05:46:00
-17.29019,122.20875,352.47,12.76,nominal,2024-01-19 05:46:00
-17.29087,122.20506,342.8,5.44,nominal,2024-01-19 05:46:00
-17.29155,122.20136,336.68,5.44,nominal,2024-01-19 05:46:00
-16.68311,122.80179,348.95,11.26,nominal,2024-01-19 05:46:00
-16.67813,122.80502,351.29,11.26,nominal,2024-01-19 05:46:00
-16.68189,122.78456,331.25,7.07,nominal,2024-01-19 05:46:00
-16.67465,122.80008,343.04,6.27,nominal,2024-01-19 05:46:00
-23.75703,151.19142,299.49,0.89,nominal,2024-01-19 15:16:00
-22.89895,148.77357,308.9,1.53,nominal,2024-01-19 15:16:00
-22.68489,148.32988,298.74,0.49,nominal,2024-01-19 15:16:00
-22.68158,148.33047,297.61,0.49,nominal,2024-01-19 15:16:00
-22.67223,148.33595,299.22,0.91,nominal,2024-01-19 15:16:00
-22.29819,149.45923,313.4,2.19,nominal,2024-01-19 15:16:00
-22.29763,149.4554,305.94,1.42,nominal,2024-01-19 15:16:00
-21.92756,148.03311,302.84,0.64,nominal,2024-01-19 15:16:00
-21.82426,149.08029,308.0,0.95,nominal,2024-01-19 15:16:00
-21.82094,149.08086,315.74,1.38,nominal,2024-01-19 15:16:00
-21.82037,149.07713,310.91,1.3,nominal,2024-01-19 15:16:00
-23.76907,151.19872,296.63,0.88,nominal,2024-01-19 15:16:00
-30.35004,151.38397,302.48,0.89,nominal,2024-01-19 15:18:00
-25.87098,139.85278,295.54,3.65,nominal,2024-01-19 15:18:00
-27.277,145.75256,309.71,2.57,nominal,2024-01-19 15:18:00
-28.75457,148.36313,301.55,0.64,nominal,2024-01-19 15:18:00
-29.11428,149.68715,315.3,2.32,nominal,2024-01-19 15:18:00
-29.42594,151.47971,309.17,1.18,nominal,2024-01-19 15:18:00
-29.42986,151.4791,311.34,1.37,nominal,2024-01-19 15:18:00
-29.47297,150.30571,316.83,2.31,nominal,2024-01-19 15:18:00
-30.49667,151.40974,299.41,0.71,nominal,2024-01-19 15:18:00
-30.26484,149.36783,306.43,0.9,nominal,2024-01-19 15:18:00
-32.00908,150.41078,296.36,0.55,nominal,2024-01-19 15:18:00
-33.00789,137.57832,326.31,2.06,nominal,2024-01-19 15:20:00
-33.00465,137.58467,304.9,2.74,nominal,2024-01-19 15:20:00
-37.83244,144.78912,330.78,5.01,nominal,2024-01-19 15:20:00
-37.78536,144.72714,304.23,0.83,nominal,2024-01-19 15:20:00
-33.01664,137.59698,311.23,3.86,nominal,2024-01-19 15:20:00
-33.0112,137.59335,302.74,3.86,nominal,2024-01-19 15:20:00
-33.01231,137.59834,338.11,3.86,nominal,2024-01-19 15:20:00
-32.99598,137.58734,315.44,2.09,nominal,2024-01-19 15:20:00
-33.00355,137.57965,317.06,3.03,nominal,2024-01-19 15:20:00
-17.28222,122.19935,307.85,1.48,nominal,2024-01-19 16:56:00
-17.349,123.65984,302.64,0.49,nominal,2024-01-19 16:56:00
-17.28901,122.19815,303.92,1.09,nominal,2024-01-19 16:56:00
-17.69835,123.28826,296.41,0.89,nominal,2024-01-19 16:56:00
-17.28285,122.20316,307.79,1.48,nominal,2024-01-19 16:56:00
-17.28965,122.20196,309.24,1.09,nominal,2024-01-19 16:56:00
-21.3166,118.10918,324.74,4.4,nominal,2024-01-19 16:58:00
-21.67193,122.12512,314.44,2.32,nominal,2024-01-19 16:58:00
-20.59421,116.7811,319.32,1.11,nominal,2024-01-19 16:58:00
-20.59336,116.77676,308.13,1.69,nominal,2024-01-19 16:58:00
-20.77767,119.00684,310.52,1.88,nominal,2024-01-19 16:58:00
